"","Item","Prop","Value"
"637","Q110174631","P496","""0000-0001-9448-9318"""
"638","Q110174631","P1153","57211901850"
"639","Q110174632","P496","""0000-0002-2996-7448"""
"640","Q110174632","P1153","6506638004"
"641","Q110173934","P1153","56840768100"
"642","Q110173935","P1153","56464245100"
"643","Q61434924","P496","""0000-0003-3108-2072"""
"644","Q61434924","P1153","24280738200"
"645","Q110173936","P496","""0000-0002-5476-7800"""
"646","Q110173936","P1153","57205140205"
"647","Q91843193","P496","""0000-0001-7786-8981"""
"648","Q91843193","P1153","34976226500"
"649","Q85344042","P1153","55937833800"
"650","Q110173937","P1153","57021993300"
"651","Q110173939","P1153","56452625300"
"652","Q110173940","P1153","56799851700"
"653","Q110173941","P1153","7102463133"
"654","Q110173941","P1053","""K-1148-2019"""
"655","Q89568180","P496","""0000-0002-6548-9631"""
"656","Q89568180","P1153","55775111600"
"657","Q110173943","P496","""0000-0002-8351-3420"""
"658","Q110173943","P1153","7005674844"
"659","Q56987094","P496","""0000-0002-8925-8811"""
"660","Q56987094","P1153","55439269600"
"661","Q110173944","P496","""0000-0001-7534-4287"""
"662","Q110173944","P1153","57205663691"
"663","Q110173945","P1153","56263336700"
"664","Q110173946","P496","""0000-0002-5874-3937"""
"665","Q110173946","P1153","6603877588"
"666","Q110173946","P1053","""B-4212-2008"""
"667","Q110173947","P1153","57204566593"
"668","Q110173948","P496","""0000-0003-3204-9442"""
"669","Q110173948","P1153","56737529600"
"670","Q110173949","P1153","15829281400"
"671","Q110173950","P1153","7202821205"
"672","Q5231653","P1153","55434849800"
"673","Q110173951","P1153","57188586200"
"674","Q110173952","P1153","57210322014"
"675","Q110173953","P1153","56040564600"
"676","Q110173954","P1153","56248196000"
"677","Q110173955","P496","""0000-0001-8218-4277"""
"678","Q110173955","P1153","7201469401"
"679","Q110173956","P1153","57194230377"
"680","Q110173957","P496","""0000-0001-6158-6218"""
"681","Q110173958","P1153","23768236700"
"682","Q110173959","P1153","57223362086"
"683","Q110173961","P496","""0000-0002-6831-8176"""
"684","Q110173961","P1153","25926843300"
"685","Q110173962","P496","""0000-0001-9171-2748"""
"686","Q110173962","P1153","57211121859"
"687","Q110173963","P1153","55512320900"
"688","Q110173964","P496","""0000-0003-3110-418X"""
"689","Q110173964","P1153","26644771900"
"690","Q110173964","P1053","""K-6802-2019"""
"691","Q61181408","P1153","16834593500"
"692","Q61181408","P1053","""G-3770-2010"""
"693","Q110173965","P1153","8962093000"
"694","Q110173967","P496","""0000-0001-5992-330X"""
"695","Q110173967","P1153","7102229384"
"696","Q50734495","P496","""0000-0002-9180-5888"""
"697","Q50734495","P1153","24066297500"
"698","Q50734495","P1053","""M-3659-2017"""
"699","Q63507411","P496","""0000-0002-4072-3540"""
"700","Q63507411","P1153","56054235000"
"701","Q49806177","P496","""0000-0003-0951-2208"""
"702","Q49806177","P1153","6505597174"
"703","Q49806177","P1053","""G-2789-2017"""
"704","Q110173969","P1153","56677465400"
"705","Q6303308","P1153","7102436922"
"706","Q110173970","P1153","57002590000"
"707","Q110173971","P496","""0000-0001-9068-2372"""
"708","Q110173972","P496","""0000-0001-5222-0820"""
"709","Q110173972","P1153","57199153464"
"710","Q110173973","P1153","57202545566"
"711","Q110173974","P496","""0000-0003-3872-8753"""
"712","Q110173974","P1153","57195036536"
"713","Q110173975","P1153","24558582100"
"714","Q110173977","P1153","57210915802"
"715","Q110173978","P1153","57191828799"
"716","Q110173979","P496","""0000-0001-7918-8154"""
"717","Q110173979","P1153","55791139800"
"718","Q110173980","P496","""0000-0001-9038-4404"""
"719","Q110173980","P1153","57210599153"
"720","Q110173982","P1153","57210918781"
"721","Q104106812","P496","""0000-0003-1784-5344"""
"722","Q104106812","P1153","55915090100"
"723","Q104106812","P1053","""AAI-2950-2020"""
"724","Q58407218","P496","""0000-0002-9853-3328"""
"725","Q58407218","P1153","6603698509"
"726","Q58407218","P1053","""J-6907-2012"""
"727","Q88433045","P496","""0000-0002-6468-3328"""
"728","Q88433045","P1153","57195990036"
"729","Q110173983","P496","""0000-0003-2002-0925"""
"730","Q57954302","P1153","56985575100"
"731","Q110173984","P1153","57214121661"
"732","Q110173985","P1153","15724243400"
"733","Q110173986","P1153","57197301295"
"734","Q110173987","P496","""0000-0003-2706-041X"""
"735","Q110173987","P1153","57201607671"
"736","Q7324383","P496","""0000-0002-6206-6465"""
"737","Q7324383","P1153","26037479400"
"738","Q7324383","P1053","""AAI-4404-2020"""
"739","Q60668883","P496","""0000-0001-6460-3490"""
"740","Q60668883","P1153","15047427400"
"741","Q110173988","P496","""0000-0003-1731-3006"""
"742","Q110173989","P496","""0000-0002-8377-1104"""
"743","Q110173989","P1153","57209746497"
"744","Q62067748","P496","""0000-0002-7480-3995"""
"745","Q62067748","P1153","56505952600"
"746","Q63405861","P496","""0000-0001-6566-0227"""
"747","Q63405861","P1153","56401350300"
"748","Q93236307","P496","""0000-0002-2664-2613"""
"749","Q93236307","P1153","56610471000"
"750","Q110173992","P1153","55738800000"
"751","Q110173993","P1153","7404129680"
"752","Q110173994","P1153","55483890300"
"753","Q59770345","P496","""0000-0003-4901-0974"""
"754","Q59770345","P1153","55747255000"
"755","Q110173995","P496","""0000-0003-0332-2745"""
"756","Q110173995","P1153","57208753606"
"757","Q58099700","P496","""0000-0002-6490-9040"""
"758","Q58099700","P1153","56196794000"
"759","Q58099700","P1053","""P-7308-2019"""
"760","Q110173996","P1153","57219224847"
"761","Q110173997","P496","""0000-0003-2757-3215"""
"762","Q110173997","P1153","57001786000"
"763","Q110173998","P1153","57205676689"
"764","Q61064199","P496","""0000-0001-9825-1841"""
"765","Q61064199","P1153","23065794000"
"766","Q61064199","P1053","""P-8813-2016"""
"767","Q59489885","P496","""0000-0001-8885-5668"""
"768","Q59489885","P1153","57188723571"
"769","Q59489885","P1053","""AAL-8749-2020"""
"770","Q110173999","P1153","55235490600"
"771","Q91137444","P1153","55045742500"
"772","Q61777141","P496","""0000-0002-6759-9674"""
"773","Q61777141","P1153","56963487100"
"774","Q110174000","P496","""0000-0003-3705-1218"""
"775","Q110174000","P1153","57189095684"
"776","Q110174001","P1153","57189414039"
"777","Q89987792","P496","""0000-0003-4084-0832"""
"778","Q89987792","P1153","56295234400"
"779","Q57168346","P1153","7201859322"
"780","Q88360396","P496","""0000-0001-5422-5756"""
"781","Q88360396","P1153","16038587600"
"782","Q88360396","P1053","""AAG-7840-2020"""
"783","Q110174002","P1153","6602477240"
"784","Q110174003","P1153","7005580494"
"785","Q90646380","P496","""0000-0002-8825-5109"""
"786","Q90646380","P1153","15724417400"
"787","Q110174004","P1153","57190118166"
"788","Q110174005","P1153","56526382000"
"789","Q110174006","P1153","57201008622"
"790","Q110174007","P1153","56589834000"
"791","Q57177124","P1153","55948402600"
"792","Q110174008","P496","""0000-0002-0062-7714"""
"793","Q110174009","P1153","57199062202"
"794","Q110174010","P496","""0000-0003-2672-0148"""
"795","Q110174010","P1153","6602077911"
"796","Q110174010","P1053","""Z-1777-2019"""
"797","Q58211816","P496","""0000-0003-2180-3796"""
"798","Q58211816","P1153","56083738100"
"799","Q58211816","P1053","""AAE-5283-2020"""
"800","Q110174011","P496","""0000-0002-8364-7429"""
"801","Q110174012","P1153","56529118600"
"802","Q110174013","P1153","56310194800"
"803","Q110174014","P496","""0000-0001-9525-4043"""
"804","Q110174014","P1153","57193770808"
"805","Q110174016","P1153","57203534209"
"806","Q110174017","P1153","57200392166"
"807","Q90676207","P496","""0000-0002-2020-2780"""
"808","Q90676207","P1153","26025017400"
"809","Q110174018","P1153","35106664800"
"810","Q110174019","P1153","57193727623"
"811","Q110174022","P1153","36520825700"
"812","Q110174023","P1153","25654594500"
"813","Q110174024","P1153","57202229722"
"814","Q110174025","P496","""0000-0002-5484-9443"""
"815","Q110174025","P1153","14520896800"
"816","Q110174027","P1153","56037947300"
"817","Q96272978","P496","""0000-0002-0707-7401"""
"818","Q96272978","P1153","55945292200"
"819","Q96272978","P1053","""N-9337-2017"""
"820","Q64224424","P496","""0000-0001-5455-6467"""
"821","Q64224424","P1153","55572429500"
"822","Q110174028","P1153","57150770400"
"823","Q110174029","P1153","36642245400"
"824","Q110174030","P1153","35236191000"
"825","Q89379354","P496","""0000-0003-3119-9879"""
"826","Q89379354","P1153","57195332663"
"827","Q110174031","P496","""0000-0002-9571-5767"""
"828","Q110174031","P1153","15072728100"
"829","Q110174035","P1153","7003483494"
"830","Q110174036","P1153","55826659800"
"831","Q110174037","P1153","7201496176"
"832","Q110174039","P496","""0000-0002-6645-3358"""
"833","Q110174039","P1153","36835344300"
"834","Q110174039","P1053","""I-6456-2016"""
"835","Q64682601","P496","""0000-0003-0595-1414"""
"836","Q64682601","P1153","57197298650"
"837","Q110174040","P1153","55778031300"
"838","Q110174041","P496","""0000-0002-4552-3716"""
"839","Q110174041","P1153","55860028100"
"840","Q63975094","P496","""0000-0001-8384-2403"""
"841","Q63975094","P1153","8566435700"
"842","Q89949450","P496","""0000-0003-1273-9091"""
"843","Q89949450","P1153","57189235350"
"844","Q89949450","P1053","""AAY-3623-2020"""
"845","Q110174042","P496","""0000-0002-5348-9335"""
"846","Q110174042","P1153","55776615400"
"847","Q110174043","P1153","57217357007"
"848","Q91936965","P1153","56312385400"
"849","Q90076083","P496","""0000-0001-6638-5386"""
"850","Q90076083","P1153","57215612152"
"851","Q110174044","P1153","7102193108"
"852","Q110174045","P1153","7801411675"
"853","Q94162130","P496","""0000-0002-4308-0843"""
"854","Q94162130","P1153","25654685600"
"855","Q85271314","P496","""0000-0001-8682-2854"""
"856","Q85271314","P1153","56274310900"
"857","Q110174047","P496","""0000-0001-7865-0503"""
"858","Q110174047","P1153","7401620201"
"859","Q110174048","P1153","53563538100"
"860","Q110174050","P496","""0000-0002-5872-092X"""
"861","Q110174051","P496","""0000-0002-9018-3589"""
"862","Q110174051","P1153","57194948067"
"863","Q110174052","P496","""0000-0002-6392-5954"""
"864","Q110174052","P1153","36987350700"
"865","Q60732028","P496","""0000-0002-2576-1223"""
"866","Q60732028","P1153","26538722200"
"867","Q110174053","P1153","55171283400"
"868","Q110174054","P496","""0000-0003-1729-6998"""
"869","Q110174055","P1153","36894547400"
"870","Q110174056","P1153","15838833100"
"871","Q110174057","P496","""0000-0002-5449-6094"""
"872","Q110174057","P1153","57208161984"
"873","Q110174058","P496","""0000-0002-9309-6181"""
"874","Q110174059","P1153","36023502900"
"875","Q89279570","P496","""0000-0002-3583-6778"""
"876","Q110174060","P1153","7101906470"
"877","Q110174061","P496","""0000-0002-8986-9145"""
"878","Q110174061","P1153","57218648385"
"879","Q110174062","P496","""0000-0002-3306-0929"""
"880","Q110174062","P1153","54897407000"
"881","Q110174065","P1153","22833626700"
"882","Q110174066","P1153","25121147700"
"883","Q62563679","P1153","56682662700"
"884","Q110174067","P496","""0000-0003-4211-093X"""
"885","Q110174067","P1153","7103182422"
"886","Q86587561","P1153","56490116200"
"887","Q88292609","P496","""0000-0002-2954-0495"""
"888","Q88292609","P1153","56735488000"
"889","Q110174068","P1153","57204459095"
"890","Q102184454","P496","""0000-0002-9011-4567"""
"891","Q102184454","P1153","7005749668"
"892","Q110174069","P1153","57209739241"
"893","Q110174070","P1153","56096864800"
"894","Q110174071","P496","""0000-0002-7363-0025"""
"895","Q99204430","P496","""0000-0002-1613-0585"""
"896","Q99204430","P1153","6507254644"
"897","Q99204430","P1053","""B-4368-2019"""
"898","Q4892970","P1153","57202392206"
"899","Q57308536","P496","""0000-0003-4146-1244"""
"900","Q57308536","P1153","55787685100"
"901","Q57308536","P1053","""W-1542-2018"""
"902","Q59698252","P496","""0000-0001-7871-0326"""
"903","Q59698252","P1153","17134153900"
"904","Q92516950","P496","""0000-0003-1069-0925"""
"905","Q92516950","P1153","55553446200"
"906","Q110174072","P1153","55999258500"
"907","Q110174073","P496","""0000-0003-3203-6123"""
"908","Q110174073","P1153","57203870732"
"909","Q51787745","P1153","56962705100"
"910","Q91319403","P496","""0000-0001-6042-3556"""
"911","Q91319403","P1153","56810620000"
"912","Q104562885","P1153","57194324279"
"913","Q110174074","P1153","26662326800"
"914","Q110174075","P1153","55433207200"
"915","Q110174076","P496","""0000-0003-3342-3563"""
"916","Q110174076","P1153","56099962900"
"917","Q110174077","P496","""0000-0002-3800-976X"""
"918","Q110174077","P1153","14041042100"
"919","Q110174079","P496","""0000-0002-7011-0665"""
"920","Q110174079","P1153","57202303896"
"921","Q110174079","P1053","""X-3629-2019"""
"922","Q110174080","P1153","56038917000"
"923","Q106634649","P496","""0000-0003-4553-1801"""
"924","Q106634649","P1153","26040522500"
"925","Q110174081","P1153","16634888200"
"926","Q110174082","P1153","57209460551"
"927","Q110174082","P1053","""AAV-8220-2020"""
"928","Q110174083","P496","""0000-0002-9070-9157"""
"929","Q110174083","P1153","57211982467"
"930","Q110174084","P1153","6507744281"
"931","Q110174085","P1153","26035345400"
"932","Q110174086","P496","""0000-0002-5159-8677"""
"933","Q110174086","P1153","57038673000"
"934","Q110174087","P496","""0000-0002-1954-7407"""
"935","Q110174087","P1153","56767590800"
"936","Q110174088","P1153","26040462700"
"937","Q110174089","P1153","16480096700"
"938","Q60889284","P496","""0000-0002-0221-6361"""
"939","Q60889284","P1153","7403353999"
"940","Q60889284","P1053","""X-5911-2019"""
"941","Q110174090","P1153","57212192292"
"942","Q110174091","P496","""0000-0003-4142-6190"""
"943","Q110174091","P1153","57210452936"
"944","Q110174092","P1153","57189622481"
"945","Q110174093","P1153","6603179593"
"946","Q110174096","P1153","56613677900"
"947","Q110174097","P496","""0000-0003-1323-5055"""
"948","Q110174097","P1153","6507136898"
"949","Q92681475","P496","""0000-0002-0088-4227"""
"950","Q92681475","P1153","57202817973"
"951","Q110174098","P496","""0000-0002-2013-8600"""
"952","Q110174098","P1153","7003641738"
"953","Q92125422","P1153","34879385200"
"954","Q57437814","P496","""0000-0002-5794-1472"""
"955","Q57437814","P1153","6508088541"
"956","Q110174099","P496","""0000-0001-6388-8957"""
"957","Q110174099","P1153","55803599800"
"958","Q110174099","P1053","""Q-9617-2019"""
"959","Q110174100","P1153","57223273266"
"960","Q19871963","P496","""0000-0001-6376-8613"""
"961","Q19871963","P1153","7102965593"
"962","Q57499232","P496","""0000-0003-1120-7798"""
"963","Q57499232","P1153","7102965747"
"964","Q57499232","P1053","""I-4813-2019"""
"965","Q110174101","P1153","23049335300"
"966","Q58199376","P496","""0000-0001-7289-2093"""
"967","Q58199376","P1153","26432563100"
"968","Q110174102","P1153","56611444700"
"969","Q110174103","P1153","55014600200"
"970","Q110174104","P496","""0000-0002-3697-3539"""
"971","Q110174104","P1153","36141772900"
"972","Q110174105","P1153","57196505211"
"973","Q110174106","P1153","7202640984"
"974","Q110174107","P496","""0000-0003-3574-1928"""
"975","Q110174107","P1153","57219799575"
"976","Q110174108","P1153","57146348800"
"977","Q96010396","P496","""0000-0002-4626-7144"""
"978","Q96010396","P1153","56025777200"
"979","Q89656004","P496","""0000-0002-7200-6968"""
"980","Q89656004","P1153","55369816100"
"981","Q58233562","P496","""0000-0001-8921-7094"""
"982","Q58233562","P1153","57191055358"
"983","Q58233562","P1053","""E-2638-2017"""
"984","Q39062478","P496","""0000-0003-3865-1645"""
"985","Q39062478","P1153","7102278851"
"986","Q110174110","P1153","7102668310"
"987","Q6225292","P496","""0000-0003-3744-4919"""
"988","Q6225292","P1153","55437140500"
"989","Q110174111","P1153","55949981000"
"990","Q110174112","P1153","26033212000"
"991","Q91993116","P496","""0000-0001-5503-3334"""
"992","Q91993116","P1153","56396315400"
"993","Q91993116","P1053","""AAH-2320-2019"""
"994","Q110174114","P496","""0000-0002-4322-8318"""
"995","Q110174115","P1153","36753101600"
"996","Q110174116","P1153","55417887700"
"997","Q110174118","P1153","57221814271"
"998","Q92893245","P496","""0000-0002-3375-2028"""
"999","Q92893245","P1153","7401514537"
"1000","Q110174119","P1153","57003309200"
"1001","Q110174120","P1153","57211573626"
"1002","Q110174121","P1153","57202462282"
"1003","Q89350460","P496","""0000-0003-4706-8291"""
"1004","Q89350460","P1153","57159951100"
"1005","Q110174122","P1153","6701347950"
"1006","Q89856615","P496","""0000-0002-0817-1686"""
"1007","Q89856615","P1153","57190752780"
"1008","Q110174123","P1153","57188689800"
"1009","Q110174124","P496","""0000-0002-4965-609X"""
"1010","Q110174124","P1153","57202307409"
"1011","Q55175708","P496","""0000-0002-4947-371X"""
"1012","Q55175708","P1153","10044455400"
"1013","Q55175708","P1053","""P-4333-2019"""
"1014","Q110174125","P496","""0000-0001-6340-8618"""
"1015","Q110174125","P1153","37082924400"
"1016","Q56000925","P496","""0000-0002-0980-2371"""
